,POINT_ID,LC1,LU1,geometry,NUTS0
6563,44962756,C21,U120,POINT (301121.4342417171 5307799.108886523),DE
6564,44962864,C21,U120,POINT (308209.907109054 5415609.821725416),DE
6565,44942904,C33,U120,POINT (308863.0024469719 5455664.904027988),DE
6566,45142778,B43,U111,POINT (320511.912639845 5328570.910839509),DE
6567,44943116,A30,U210,POINT (323103.3632564396 5667191.415404031),DE
6568,45003066,B32,U111,POINT (325700.5856235891 5616903.092790002),DE
6569,45243124,B22,U111,POINT (353578.2036170496 5673126.882485232),DE
6570,44783024,C21,U120,POINT (300917.4243648251 5576488.683253288),DE
6571,45023116,B32,U111,POINT (331085.1939146304 5666646.415439861),DE
6572,44783130,Bx1,U111,POINT (308091.4392419556 5682248.675682876),DE
6573,45222776,E20,U111,POINT (328360.20564081 5326043.71748722),DE
6574,45203048,E20,U111,POINT (344438.9203323006 5597589.909560691),DE
6575,45203130,A22,U312,POINT (349995.8396499216 5679384.278717207),DE
6576,45223146,B11,U111,POINT (353081.1540037467 5695206.630825041),DE
6577,44982920,B13,U111,POINT (313916.4714310134 5471364.271521336),DE
6578,45283070,C21,U120,POINT (353906.2151103186 5618992.284601673),DE
6579,45303126,B11,U111,POINT (359700.1427694862 5674712.566826174),DE
6580,45283148,C32,U120,POINT (359203.4029928875 5696791.665833045),DE
6581,45282830,B51,U111,POINT (337888.5775556719 5379541.972707496),DE
6582,45063042,C21,U120,POINT (330066.697666217 5592553.18125974),DE
6583,45062750,E30,U420,POINT (310704.3644551593 5301147.868290015),DE
6584,45062896,B13,U111,POINT (320303.9125935364 5446877.927172659),DE
6585,45742848,B75,U111,POINT (384955.9666548709 5394426.836430263),DE
6586,44842970,B11,U111,POINT (303282.3481310511 5522199.920607468),DE
6587,44843148,B16,U111,POINT (315304.7629525529 5699796.667250044),DE
6588,45302834,B16,U111,POINT (340146.895127331 5383400.503802224),DE
6589,45983148,C22,U120,POINT (429034.4030474967 5692009.873342128),DE
6590,46043140,B13,U111,POINT (434474.5517437875 5683623.242687392),DE
6591,45363120,B11,U111,POINT (365277.8651328813 5668319.135382005),DE
6592,45883122,B18,U111,POINT (417288.4662508798 5666767.294076568),DE
6593,45863136,E20,U111,POINT (416246.0275645532 5680863.977425537),DE
6594,45422874,C31,U120,POINT (354757.7011754059 5422513.729930772),DE
6595,45422896,C21,U120,POINT (356215.7098918585 5444464.856114117),DE
6596,46123098,E30,U420,POINT (439599.8288296823 5641199.471472431),DE
6597,45502860,E30,U420,POINT (361811.2894854237 5408008.499800419),DE
6598,45503086,Bx1,U111,POINT (376936.9500579379 5633455.3160301),DE
6599,45702836,B51,U111,POINT (380174.552623688 5382721.922532426),DE
6600,45483110,E20,U312,POINT (376569.7238682786 5657527.722143063),DE
6601,46183136,E20,U111,POINT (448167.9655656413 5678678.767098753),DE
6602,45723154,B41,U111,POINT (403506.9953911039 5699769.347901508),DE
6603,46623134,B11,U111,POINT (491925.4786986191 5673678.883177802),DE
6604,46643114,B32,U111,POINT (492560.2957855049 5653603.59290689),DE
6605,46663150,A30,U210,POINT (497006.1345398056 5689356.144763405),DE
6606,46303114,C10,U120,POINT (458642.2730450997 5655924.706926399),DE
6607,46303128,A11,U370,POINT (459594.2177296162 5669883.010821222),DE
6608,45102856,C21,U120,POINT (321647.7064300085 5406691.24912786),DE
6609,44882898,C33,U120,POINT (302478.9594485012 5450078.228772207),DE
6610,44962918,B16,U111,POINT (311788.1796968385 5469502.469270541),DE
6611,45283060,C10,U111,POINT (353230.2905047443 5609017.437692085),DE
6612,46543116,B32,U111,POINT (482720.1618478214 5656280.356539213),DE
6613,44743126,B11,U111,POINT (303827.9629844779 5678530.684867746),DE
6614,45022856,F40,U111,POINT (313667.2296145291 5407224.985015665),DE
6615,44922948,C21,U120,POINT (309795.0090175763 5499708.425611752),DE
6616,45222882,C10,U111,POINT (335337.299896133 5431836.021427074),DE
6617,45063074,A21,U370,POINT (332227.9056963292 5624476.615149357),DE
6618,45543124,C10,U120,POINT (383506.8829840452 5671081.060754932),DE
6619,45822858,C31,U120,POINT (393595.7799021333 5403866.912824473),DE
6620,45983138,B16,U111,POINT (428352.9642751961 5682038.830570073),DE
6621,46203098,C31,U120,POINT (447580.3001073308 5640654.047408602),DE
6622,45243114,C31,U120,POINT (352898.3415508622 5663152.542017995),DE
6623,45742818,B16,U111,POINT (382977.9039981681 5364493.828020378),DE
6624,44983142,E10,U370,POINT (328864.0248081972 5692855.339129894),DE
6625,45482802,E20,U111,POINT (355995.4949398826 5350264.436773969),DE
6626,45622892,D20,U420,POINT (375899.7564051414 5439130.899346609),DE
6627,45062902,E20,U350,POINT (320701.9336390595 5452865.527521444),DE
6628,44723130,B13,U111,POINT (302104.6049703452 5682657.813418499),DE
6629,46283118,B75,U415,POINT (456918.9858905984 5660049.325080588),DE
6630,45403110,B22,U111,POINT (368588.8127322302 5658072.801427202),DE
6631,45103058,A11,U361,POINT (335137.1503150585 5608243.772667788),DE
6632,45783114,E10,U420,POINT (406769.0213501764 5659471.909458743),DE
6633,45342888,G21,U420,POINT (347705.1155482839 5437019.22750959),DE
6634,45883116,C23,U120,POINT (416880.5848600634 5660784.323662647),DE
6635,45322910,C33,U120,POINT (347170.137045651 5459104.751674006),DE
6636,45643130,B11,U111,POINT (393890.9956101182 5676382.451004103),DE
6637,45422868,C10,U120,POINT (354360.6893748064 5416526.840446786),DE
6638,44942964,C31,U120,POINT (312858.6165907577 5515539.905709581),DE
6639,45602844,E20,U111,POINT (370728.6421014665 5391373.953020225),DE
6640,44863110,C10,U120,POINT (314713.6170335673 5661750.540557131),DE
6641,45743140,B53,U111,POINT (404547.6791946829 5685672.030970147),DE
6642,45522812,B12,U111,POINT (360641.8996154153 5359977.133385108),DE
6643,45043052,C21,U120,POINT (328745.836831646 5602665.014020852),DE
6644,45183126,B22,U111,POINT (347728.2976134013 5675530.88484998),DE
6645,45003106,B23,U111,POINT (328410.4334225293 5656807.01964022),DE
6646,44843124,B13,U111,POINT (313669.8014482316 5675853.729109111),DE
6647,45283112,B11,U111,POINT (356753.0620316946 5660885.151297306),DE
6648,45443090,B16,U111,POINT (371222.3431580908 5637853.012096642),DE
6649,45402888,E30,U120,POINT (353690.1252185461 5436616.915854149),DE
6650,44962838,B16,U111,POINT (306495.0917099883 5389658.666966897),DE
6651,45442850,B51,U111,POINT (355166.1389601383 5398431.804991463),DE
6652,45043072,E20,U111,POINT (330097.184592358 5622617.245811014),DE
6653,46643108,E20,U111,POINT (492152.6733973856 5647621.941222243),DE
6654,45043140,B13,U111,POINT (334713.9862927708 5690450.739700058),DE
6655,45243134,C10,U120,POINT (354258.7918245638 5683101.112923286),DE
6656,45203120,B11,U111,POINT (349315.5326092103 5669409.810676333),DE
6657,44842938,B11,U111,POINT (301146.6650458412 5490266.2154775),DE
6658,45642842,C23,U120,POINT (374586.1810996293 5389110.491286878),DE
6659,45563108,B14,U111,POINT (384414.7039943869 5654987.979130978),DE
6660,45322800,C31,U120,POINT (339906.399015284 5349334.347029081),DE
6661,44843032,E20,U120,POINT (307442.6225426876 5584065.38973659),DE
6662,45362844,B16,U111,POINT (346790.7198338998 5392979.336634637),DE
6663,45182744,C31,U120,POINT (322281.6002932715 5294364.173219808),DE
6664,45183128,E20,U362,POINT (347864.3891468144 5677525.793684555),DE
6665,45122902,B11,U111,POINT (326687.5576704467 5452463.580958788),DE
6666,45663144,E20,U111,POINT (396839.6556190137 5690207.182955293),DE
6667,45963088,C10,U120,POINT (422960.8888801229 5632318.433332469),DE
6668,45082758,H11,U420,POINT (313220.8654925453 5309002.513375124),DE
6669,46523108,E20,U140,POINT (480181.4446441807 5648441.157654028),DE
6670,45442874,C23,U120,POINT (356752.6371872389 5422379.705217128),DE
6671,44923144,B11,U111,POINT (323013.989675777 5695260.052045199),DE
6672,46603126,B16,U111,POINT (489385.7839402336 5665840.06692527),DE
6673,44903038,C22,U120,POINT (313833.4044030513 5589645.902554715),DE
6674,44822992,E20,U111,POINT (302759.6638966785 5544287.864363126),DE
6675,45683086,E20,U111,POINT (394893.5564305524 5632230.443694201),DE
6676,45182918,C10,U120,POINT (333735.9916742885 5468026.905466825),DE
6677,45262862,G11,U361,POINT (338004.3262692794 5411610.302146027),DE
6678,45763136,B11,U111,POINT (406270.3684826641 5681546.70672185),DE
6679,45223142,C10,U120,POINT (352808.4812946955 5691216.961609104),DE
6680,45522820,E20,U111,POINT (361168.0798912294 5367960.4945852),DE
6681,45363110,B22,U111,POINT (364598.3113090972 5658345.317421954),DE
6682,46243138,A11,U341,POINT (454289.5593904525 5680263.003790847),DE
6683,46703132,E20,U111,POINT (499770.2947613668 5671138.354846359),DE
6684,45023060,E20,U111,POINT (327290.5846645565 5610781.646042395),DE
6685,44803068,C21,U120,POINT (305880.5571760536 5620255.441724704),DE
6686,45122908,B53,U111,POINT (327085.8918023001 5458450.890302001),DE
6687,44882920,A22,U312,POINT (303939.6593640788 5472034.49213465),DE
6688,45243094,Bx1,U111,POINT (351540.8009332852 5643203.505825684),DE
6689,45162916,E20,U111,POINT (331607.8358380735 5466165.467798227),DE
6690,45202862,B32,U111,POINT (332019.2716455027 5412011.359880772),DE
6691,45343112,B16,U111,POINT (362738.9018672551 5660476.360953202),DE
6692,44863138,A22,U312,POINT (316618.5359066799 5689684.045021844),DE
6693,45642846,C10,U312,POINT (374850.1819412783 5393101.61829902),DE
6694,44763138,B55,U111,POINT (306640.7367198361 5690366.411286157),DE
6695,44803090,E20,U111,POINT (307369.8468175076 5642205.249085166),DE
6696,44803134,B32,U111,POINT (310359.4001805632 5686102.889604856),DE
6697,44783066,C21,U120,POINT (303749.7437532885 5618395.621396189),DE
6698,44743090,B13,U111,POINT (301382.9939246109 5642613.020895792),DE
6699,44882878,C10,U120,POINT (301154.3106639085 5430116.901280277),DE
6700,44883042,E20,U111,POINT (312107.4797210623 5593772.212023238),DE
6701,44883046,B13,U111,POINT (312377.1999438028 5597763.124322101),DE
6702,44883084,B32,U111,POINT (314945.575600616 5635675.519944123),DE
6703,44942778,B51,U111,POINT (300563.0006005468 5329895.957445396),DE
6704,44942882,C10,U120,POINT (307404.8926767759 5433708.512871017),DE
6705,44943036,C21,U120,POINT (317689.6512150657 5587379.724612272),DE
6706,44943074,F40,U322,POINT (320255.17776874 5625291.44976054),DE
6707,44943084,A21,U370,POINT (320932.1201294008 5635267.851011404),DE
6708,45002838,B11,U111,POINT (310485.3540912497 5389392.396313994),DE
6709,45003088,E20,U111,POINT (327189.5264607556 5638850.526764369),DE
6710,44843060,A11,U330,POINT (309331.0716982667 5612002.324579501),DE
6711,44962760,E20,U111,POINT (301382.3377838745 5311792.771577546),DE
6712,44962762,E20,U111,POINT (301512.8369241192 5313789.582091571),DE
6713,44962772,C21,U120,POINT (302165.8056799077 5323773.430090812),DE
6714,44962780,E20,U111,POINT (302688.747715285 5331760.265550564),DE
6715,44962942,C21,U120,POINT (313385.7327490521 5493452.402178631),DE
6716,45022842,B16,U111,POINT (312743.9709050326 5393251.698227681),DE
6717,45022862,B22,U111,POINT (314063.3760428048 5413213.365634061),DE
6718,44862936,B13,U111,POINT (303008.9013578877 5488136.114894451),DE
6719,44862958,B14,U111,POINT (304476.0271963365 5510090.624596151),DE
6720,44863066,B19,U111,POINT (311732.0730171096 5617852.972586984),DE
6721,44863068,E20,U111,POINT (311867.2809279277 5619848.377471995),DE
6722,44863104,B32,U111,POINT (314306.1847469962 5655764.665027061),DE
6723,44922832,E20,U111,POINT (302109.8190658885 5383935.69431483),DE
6724,44922852,C21,U120,POINT (303427.3968374449 5403899.118104103),DE
6725,44922902,C33,U120,POINT (306734.9651387837 5453802.754675434),DE
6726,44922938,C21,U120,POINT (309128.3961334351 5489729.362110591),DE
6727,44923058,E20,U111,POINT (317178.1310551653 5609464.506724156),DE
6728,44923078,B32,U111,POINT (318530.3633472811 5629417.856656714),DE
6729,44982748,E20,U111,POINT (302594.8415970367 5299679.571606033),DE
6730,44982910,E20,U111,POINT (313251.9576214619 5461384.885194606),DE
6731,44982922,C33,U120,POINT (314049.4663522962 5473360.119356248),DE
6732,44982934,E20,U111,POINT (314848.0799316061 5485335.004361085),DE
6733,44982980,B13,U111,POINT (317919.628293675 5531235.692573398),DE
6734,45162814,B53,U111,POINT (324866.8335987818 5364372.468904316),DE
6735,45163044,A21,U341,POINT (340178.4406398418 5593870.808057918),DE
6736,45102904,E20,U111,POINT (324825.1069299437 5454593.383625486),DE
6737,45103054,B13,U111,POINT (334867.0564423472 5604253.416175945),DE
6738,45103094,E20,U111,POINT (337573.3339581693 5644155.917776372),DE
6739,45163126,B11,U111,POINT (345732.9554467016 5675667.262414355),DE
6740,45223148,B52,U111,POINT (353217.5338609335 5697201.459563646),DE
6741,45182814,B16,U111,POINT (326861.7495141242 5364239.379719121),DE
6742,45262756,E20,U111,POINT (331042.763819631 5305813.907482916),DE
6743,45262864,B16,U111,POINT (338136.4999977956 5413606.140477389),DE
6744,45263080,A22,U312,POINT (352587.5696950637 5629102.935469372),DE
6745,45062838,F40,U227,POINT (316470.6300937849 5388992.816788182),DE
6746,45062850,C21,U120,POINT (317261.5973156417 5400969.816270064),DE
6747,45122846,B16,U111,POINT (322983.0271113795 5396577.468273224),DE
6748,45123050,E20,U111,POINT (336592.4620162118 5600127.444796159),DE
6749,45182906,A11,U370,POINT (332938.6107766677 5456052.885403533),DE
6750,45183048,C33,U120,POINT (342443.5869040973 5597725.510666498),DE
6751,45183068,C31,U120,POINT (343794.3767442491 5617676.410146262),DE
6752,45243056,A11,U370,POINT (348969.5260192807 5605298.874837056),DE
6753,45243098,B32,U111,POINT (351812.0758114161 5647193.352762012),DE
6754,45082746,E20,U111,POINT (312438.4429328655 5297022.136337092),DE
6755,45082774,B16,U111,POINT (314265.8470693415 5324975.581887688),DE
6756,45142740,E20,U111,POINT (318031.7222763528 5290635.278743093),DE
6757,45142788,B11,U111,POINT (321166.459427877 5338553.16649704),DE
6758,45202856,B22,U111,POINT (331622.9815286357 5406023.584673773),DE
6759,45083104,B32,U111,POINT (336256.3574361057 5654267.340874002),DE
6760,45143136,B32,U111,POINT (344418.363372358 5685778.337092804),DE
6761,45203054,C10,U120,POINT (344843.8496424674 5603575.183064441),DE
6762,45203086,C10,U120,POINT (347007.9494742683 5635495.73337276),DE
6763,45203134,B35,U111,POINT (350268.1663016691 5683374.035662451),DE
6764,45042906,G21,U420,POINT (318972.1893610356 5456991.200334728),DE
6765,45043078,B16,U111,POINT (330503.1701880823 5628602.798516799),DE
6766,45043126,B32,U111,POINT (333760.672995479 5676485.479044331),DE
6767,45442832,C33,U120,POINT (353979.095026375 5380469.832361167),DE
6768,45443138,A30,U111,POINT (374483.8079314107 5685725.671212531),DE
6769,45282908,A22,U312,POINT (343047.0793753959 5457377.696436676),DE
6770,45283062,E20,U111,POINT (353365.4169071025 5611012.418926973),DE
6771,45283120,C10,U120,POINT (357296.7720710644 5668864.4971475),DE
6772,45342804,E20,U111,POINT (342163.7069709943 5353193.424334146),DE
6773,45342890,C10,U120,POINT (347837.7018505825 5439014.844643679),DE
6774,45343066,E20,U111,POINT (359621.593910569 5614594.889893088),DE
6775,45343084,E20,U111,POINT (360839.5834677451 5632548.839194555),DE
6776,45343094,C10,U312,POINT (361517.2601990961 5642523.066742564),DE
6777,45343150,C10,U120,POINT (365325.5930852297 5698376.57549067),DE
6778,45402804,B16,U111,POINT (348147.9702466654 5352793.712179123),DE
6779,45402852,C10,U120,POINT (351308.4229368512 5400695.108882884),DE
6780,45403096,B16,U111,POINT (367638.6513856229 5644109.517863345),DE
6781,45302752,C31,U120,POINT (334770.9821737265 5301555.782330346),DE
6782,45463068,E20,U111,POINT (371728.2489676324 5615774.546248939),DE
6783,45362912,E20,U111,POINT (351293.1976964287 5460831.641956432),DE
6784,45363058,B18,U111,POINT (361076.2787731212 5606479.446425157),DE
6785,45422752,B55,U111,POINT (346738.3686955874 5300759.750965195),DE
6786,45422878,C21,U120,POINT (355022.5251378773 5426504.936688248),DE
6787,45323142,B15,U111,POINT (362784.9053152453 5690534.250870105),DE
6788,45602804,B16,U111,POINT (368094.8177744765 5351459.631088059),DE
6789,45602860,C21,U120,POINT (371785.4917759661 5407338.409325973),DE
6790,45603068,B55,U111,POINT (385694.5877563034 5614823.099947525),DE
6791,45503080,B11,U111,POINT (376530.5973209193 5627471.17219234),DE
6792,45503092,B32,U111,POINT (377343.5604288633 5639439.413603158),DE
6793,45503124,B11,U111,POINT (379516.487516218 5671353.875345306),DE
6794,45562812,B31,U111,POINT (364631.284054859 5359710.054342534),DE
6795,45562836,E20,U312,POINT (366211.4195328256 5383659.103739061),DE
6796,45563128,B22,U111,POINT (385774.1966209374 5674933.773945491),DE
6797,45522816,B35,U111,POINT (360904.9298572628 5363968.837848553),DE
6798,45522854,C33,U120,POINT (363409.678012117 5401887.707306925),DE
6799,45523086,E20,U111,POINT (378932.1527680513 5633319.24276925),DE
6800,45582874,C33,U120,POINT (370716.9225826677 5421440.937914041),DE
6801,45583104,B32,U111,POINT (386138.3309275631 5650862.522127079),DE
6802,45583126,B11,U111,POINT (387633.3025601865 5672802.781442094),DE
6803,45643104,B55,U111,POINT (392123.8541448407 5650453.758529818),DE
6804,45483134,E20,U111,POINT (378201.8177442886 5681463.405080712),DE
6805,45703104,E30,U111,POINT (398109.3327727546 5650044.952533404),DE
6806,45703120,B51,U111,POINT (399196.2400391648 5666000.764701469),DE
6807,45763152,B13,U111,POINT (407360.8325444927 5697501.643722111),DE
6808,45823098,E20,U111,POINT (409673.0496065117 5643243.990019144),DE
6809,45883150,C22,U120,POINT (419195.1848773728 5694687.378205219),DE
6810,45782850,C21,U120,POINT (389077.5321435684 5396153.949643231),DE
6811,45782868,C33,U120,POINT (390267.9022471977 5414112.14700162),DE
6812,45782870,E20,U111,POINT (390400.3109701925 5416107.449568053),DE
6813,45843090,E20,U111,POINT (411125.7222985422 5635130.098050886),DE
6814,45742834,E30,U111,POINT (384032.0497869901 5380458.41604868),DE
6815,45743080,E20,U111,POINT (400472.6262762303 5625838.508158466),DE
6816,45803108,B32,U111,POINT (408356.6093871566 5653352.334413613),DE
6817,45922864,C33,U120,POINT (403966.405445419 5409180.777152304),DE
6818,45943126,B32,U111,POINT (423545.8949756302 5670346.458485973),DE
6819,46143092,C21,U120,POINT (441188.0293459061 5635080.54315972),DE
6820,46023124,C31,U120,POINT (431390.3321344429 5667806.245215576),DE
6821,46163102,C23,U120,POINT (443861.4756457621 5644915.111374698),DE
6822,46343114,B13,U111,POINT (462632.5578350909 5655651.712286207),DE
6823,46183112,E20,U111,POINT (446535.6047500953 5654749.441118293),DE
6824,46383126,B32,U111,POINT (467438.7425176862 5667342.696499101),DE
6825,46443108,C10,U361,POINT (472200.7445089477 5648987.186389104),DE
6826,46423158,F40,U312,POINT (473609.3893482921 5698972.614960455),DE
6827,46543138,C10,U420,POINT (484217.0077427382 5678213.306582767),DE
6828,46703130,B13,U111,POINT (499634.1613413822 5669144.530768654),DE
6829,46623118,B16,U111,POINT (490836.9463573791 5657727.940405979),DE
6830,44703132,B32,U111,POINT (300245.1452320979 5684789.604126039),DE
6831,44763068,C22,U120,POINT (301889.3303930613 5620526.787385726),DE
6832,44763100,C21,U120,POINT (304056.7958281629 5652454.286566602),DE
6833,44723138,B11,U111,POINT (302649.5119338356 5690639.351146921),DE
6834,44803036,E20,U111,POINT (303720.8834173371 5588327.097086707),DE
6835,44783042,B13,U111,POINT (302129.6258206336 5594449.166545001),DE
6836,44743082,B32,U111,POINT (300841.0034654943 5634631.078418802),DE
6837,44822966,B16,U111,POINT (301019.4434476424 5518342.838264888),DE
6838,44882950,C10,U420,POINT (305937.5538121021 5501972.948030673),DE
6839,44883142,A21,U350,POINT (318886.659272746 5693537.952445504),DE
6840,44883146,A11,U341,POINT (319159.3852064665 5697528.319329019),DE
6841,44942986,B18,U111,POINT (314330.5839892281 5537492.045704314),DE
6842,44943120,E20,U420,POINT (323375.3059362541 5671181.769310261),DE
6843,45002768,A11,U370,POINT (305894.3294654454 5319515.328472788),DE
6844,45002816,E20,U111,POINT (309038.3387561386 5367432.690401859),DE
6845,45002856,C33,U120,POINT (311672.0726818783 5407358.364174008),DE
6846,45002940,C21,U120,POINT (317243.1514193283 5491187.996704317),DE
6847,45002978,B13,U111,POINT (319781.1514799332 5529105.355596603),DE
6848,44843020,C22,U120,POINT (306635.1136908078 5572092.002922782),DE
6849,44843082,B32,U111,POINT (310819.0242809484 5633951.894420856),DE
6850,44843098,B55,U111,POINT (311903.4686601367 5649914.773918525),DE
6851,44902906,B16,U111,POINT (305005.0565733458 5457928.621433606),DE
6852,44902948,E20,U370,POINT (307799.5848483077 5499842.778505939),DE
6853,44903120,E30,U112,POINT (319384.3160645467 5671454.339094738),DE
6854,44963078,C10,U420,POINT (322521.3523861755 5629146.192984982),DE
6855,44963146,B18,U111,POINT (327141.2899381599 5696982.058698242),DE
6856,45022772,C21,U120,POINT (308150.5334900951 5323376.338758172),DE
6857,45022810,B16,U111,POINT (310639.3752489631 5361310.581331913),DE
6858,45022820,C21,U120,POINT (311296.2062574319 5371292.513897541),DE
6859,45022902,E20,U111,POINT (316711.4464496535 5453133.399086004),DE
6860,45022928,B14,U111,POINT (318439.281811501 5479079.215248615),DE
6861,45022932,E20,U111,POINT (318705.5616985652 5483070.733804115),DE
6862,45023110,B13,U111,POINT (330677.5142959505 5660661.103436673),DE
6863,44862896,B32,U111,POINT (300350.9907480282 5448215.85132609),DE
6864,44863092,B22,U111,POINT (313492.1319143112 5643792.771602265),DE
6865,44922834,C33,U370,POINT (302241.4361785552 5385932.089946922),DE
6866,44922838,E20,U111,POINT (302504.7642628769 5389924.845274555),DE
6867,44922870,B16,U111,POINT (304615.8838979552 5421865.214511971),DE
6868,44923076,C32,U120,POINT (318395.0047509199 5627422.548617476),DE
6869,44923148,B32,U111,POINT (323286.7680569141 5699250.324144471),DE
6870,44982742,C10,U120,POINT (302204.0788974009 5293688.87775625),DE
6871,44982866,A22,U312,POINT (310337.2473341153 5417472.532080574),DE
6872,44983108,Bx1,U111,POINT (326550.7838743384 5658938.326047342),DE
6873,44983126,E20,U111,POINT (327774.3731097002 5676894.556873462),DE
6874,45162810,B16,U111,POINT (324604.1045787781 5360379.980012608),DE
6875,45102866,A21,U312,POINT (322308.2094517263 5416671.372170921),DE
6876,45102870,C10,U120,POINT (322572.6254999698 5420663.34390799),DE
6877,45103098,B11,U111,POINT (337844.6127142956 5648146.045259077),DE
6878,45103142,E10,U361,POINT (340836.4524215251 5692036.170995569),DE
6879,45222784,B33,U111,POINT (328883.7736961182 5334029.239784226),DE
6880,45222808,B16,U111,POINT (330457.4336774538 5357984.573966656),DE
6881,45222890,B16,U111,POINT (335867.3483023082 5439819.054761978),DE
6882,45223072,C21,U120,POINT (348055.5593427003 5621394.824735265),DE
6883,45223090,B55,U111,POINT (349274.3219234298 5639349.672216346),DE
6884,45182740,E20,U111,POINT (322021.0246136599 5290370.806282202),DE
6885,45262810,B16,U111,POINT (334578.4825242358 5359714.502912286),DE
6886,45122754,E20,U111,POINT (316949.4386121976 5304744.492786881),DE
6887,45122828,A22,U312,POINT (321797.3929176967 5378612.21436336),DE
6888,45122844,E20,U312,POINT (322851.166895627 5394581.375647937),DE
6889,45123056,A22,U312,POINT (336997.4710152962 5606112.945349326),DE
6890,45242898,C33,U120,POINT (338392.9884426831 5447667.852446374),DE
6891,45242910,B13,U111,POINT (339189.7209714145 5459641.72579419),DE
6892,45123128,C10,U120,POINT (341878.334046686 5677934.979199814),DE
6893,45243100,B11,U111,POINT (351947.7570365441 5649188.268561347),DE
6894,45243146,B32,U111,POINT (355076.4543657442 5695070.0529502),DE
6895,45082776,C21,U120,POINT (314396.6103300883 5326972.154845406),DE
6896,45082816,E20,U111,POINT (317018.4118756055 5366900.891569599),DE
6897,45082842,F40,U111,POINT (318729.2352957181 5392851.911001069),DE
6898,45082846,B32,U111,POINT (318992.9022803691 5396844.198373658),DE
6899,45082872,B16,U111,POINT (320709.741047208 5422792.960571255),DE
6900,45142794,A11,U370,POINT (321559.559467416 5344542.364197797),DE
6901,45142806,B55,U111,POINT (322346.5951439108 5356520.415708445),DE
6902,45142892,E20,U111,POINT (328019.4349232211 5442350.619988121),DE
6903,45202828,B15,U111,POINT (329777.2613022848 5378079.281615117),DE
6904,45202880,B16,U111,POINT (333209.786328553 5429974.09558005),DE
6905,45202902,B16,U111,POINT (334668.200556067 5451927.390882704),DE
6906,45202914,E20,U111,POINT (335465.2435788385 5463901.400271898),DE
6907,45082916,B16,U111,POINT (323626.9704782621 5466702.12290201),DE
6908,45203052,E20,U111,POINT (344708.8437281084 5601580.098206549),DE
6909,45203076,B16,U111,POINT (346330.8596447508 5625520.719427572),DE
6910,45042846,A11,U111,POINT (315002.7187284933 5397110.837786697),DE
6911,45043048,G11,U321,POINT (328475.9256259797 5598674.492788253),DE
6912,45102770,C10,U120,POINT (315999.2359633828 5320849.915196861),DE
6913,45102818,A22,U312,POINT (319144.814332167 5368764.161365451),DE
6914,45382892,C21,U120,POINT (351960.3546838786 5440742.182381581),DE
6915,45383144,B16,U111,POINT (368906.9688231801 5692119.293819888),DE
6916,45442802,E20,U111,POINT (352006.1002593481 5350531.10691969),DE
6917,45443074,G11,U321,POINT (370138.8602300385 5621894.841807241),DE
6918,45282862,A21,U111,POINT (339999.3194357018 5411476.572717694),DE
6919,45282916,E20,U370,POINT (343578.750477493 5465359.953879965),DE
6920,45342860,B53,U111,POINT (345852.062073191 5409079.4882443),DE
6921,45342906,C31,U120,POINT (348899.4712115743 5454979.418035252),DE
6922,45343062,B32,U111,POINT (359351.2493821804 5610605.061108607),DE
6923,45343114,E20,U111,POINT (362874.7842778619 5662471.147642073),DE
6924,45402800,E20,U111,POINT (347885.3846221603 5348801.618202811),DE
6925,45302830,B32,U111,POINT (339883.4653229141 5379408.560890553),DE
6926,45463106,B16,U111,POINT (374302.8900343704 5653674.620584845),DE
6927,45302866,E30,U111,POINT (342258.6999263404 5415334.402735176),DE
6928,45303064,B32,U111,POINT (355495.8602066559 5612871.595954216),DE
6929,45362848,B32,U111,POINT (347054.6097271016 5396970.992509418),DE
6930,45363144,E20,U312,POINT (366911.7274610337 5692255.861529829),DE
6931,45422802,C10,U420,POINT (350011.3868347726 5350664.402336142),DE
6932,45422858,A22,U311,POINT (353699.6013682886 5406548.476678585),DE
6933,45323098,C10,U120,POINT (359793.2604278672 5646648.857331852),DE
6934,45323110,C10,U311,POINT (360607.776722013 5658617.818008244),DE
6935,45323144,B13,U111,POINT (362921.2207789752 5692528.992773756),DE
6936,45602882,E20,U111,POINT (373241.7439973032 5429288.418146546),DE
6937,45663110,B11,U111,POINT (394526.3981577266 5656301.05425918),DE
6938,45502854,B55,U111,POINT (361414.8370786404 5402021.622201351),DE
6939,45562816,E20,U362,POINT (364894.3418363334 5363701.680258671),DE
6940,45562830,B16,U111,POINT (365815.9834908954 5377671.998540001),DE
6941,45562868,A21,U370,POINT (368324.925069993 5415588.632601669),DE
6942,45562870,E20,U111,POINT (368457.2710049403 5417584.136041938),DE
6943,45683078,B13,U111,POINT (394351.790560518 5624252.190512336),DE
6944,45683094,B23,U111,POINT (395435.7733066264 5640208.616923222),DE
6945,45683096,B11,U111,POINT (395571.3979260205 5642203.148048829),DE
6946,45622894,D20,U420,POINT (376032.4715921529 5441126.223768353),DE
6947,45642824,B16,U111,POINT (373399.6396161415 5371149.860669786),DE
6948,45642886,C21,U120,POINT (377496.6659630018 5433010.517995098),DE
6949,45482824,C21,U120,POINT (357441.8453374312 5372219.318875941),DE
6950,45862858,C10,U120,POINT (397585.2428865263 5403598.256964949),DE
6951,45703084,E20,U111,POINT (396753.2238875714 5630099.777364514),DE
